X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
778,Browne,Nathan,2018-2019,Sep 2015 -  ,"University of California, Riverside ",Women's Cross Country ,0.9964,0.0036,male
779,Browne,Nathan,2018-2019,Sep 2015 -  ,"University of California, Riverside ","Men's Track, Indoor ",0.9964,0.0036,male
780,Browne,Nathan,2018-2019,Sep 2015 -  ,"University of California, Riverside ","Women's Track, Indoor ",0.9964,0.0036,male
781,Browne,Nathan,2018-2019,Sep 2015 -  ,"University of California, Riverside ","Men's Track, Outdoor ",0.9964,0.0036,male
782,Browne,Nathan,2018-2019,Sep 2015 -  ,"University of California, Riverside ",Men's Cross Country ,0.9964,0.0036,male
783,Brownell,Brad,2018-2019,May 2010 -  ,Clemson University ,Men's Basketball ,0.997,0.003,male
784,Browning,Andrea,2018-2019,Sep 2017 -  ,Tennessee State University ,Softball ,0.0125,0.9875,female
785,Browning,Rob,2018-2019,Apr 2005 -  ,Saint Mary's College of California ,Women's Volleyball ,1,0,male
786,Browning,Rob,2018-2019,Mar 2018 - Aug 2019 ,Saint Mary's College of California ,Women's Beach Volleyball ,1,0,male
787,Browning,Torrie,2018-2019,Mar 2016 -  ,George Washington University ,Women's Tennis ,0.1649,0.8351,female
788,Brownlee,Ryan,2018-2019,Nov 2012 - Oct 2019 ,Western Illinois University ,Baseball ,0.9768,0.0232,male
789,Bruce,TJ,2018-2019,Jul 2015 -  ,"University of Nevada, Reno ",Baseball ,0.9938,0.0062,male
790,Bruck Ayotte,Lindsey,2018-2019,Jun 2019 -  ,University of New Hampshire ,Women's Gymnastics ,0.0361,0.9639,female
791,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,"Men's Track, Outdoor ",0.996,0.004,male
792,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,Men's Cross Country ,0.996,0.004,male
793,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,"Women's Track, Outdoor ",0.996,0.004,male
794,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,Women's Cross Country ,0.996,0.004,male
795,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,"Women's Track, Indoor ",0.996,0.004,male
796,Brueske,Paul,2018-2019,Jan 2008 -  ,University of South Alabama ,"Men's Track, Indoor ",0.996,0.004,male
797,Brumfield,Katrina,2018-2019,Sep 2018 -  ,Oakland University ,"Men's Track, Outdoor ",0.0023,0.9977,female
798,Brumfield,Katrina,2018-2019,Sep 2018 -  ,Oakland University ,"Women's Track, Outdoor ",0.0023,0.9977,female
799,Brumfield,Katrina,2018-2019,Sep 2018 -  ,Oakland University ,"Men's Track, Indoor ",0.0023,0.9977,female
800,Brumfield,Katrina,2018-2019,Sep 2018 -  ,Oakland University ,"Women's Track, Indoor ",0.0023,0.9977,female
801,Brun,Peejay,2018-2019,Sep 2017 -  ,University of Texas at Arlington ,Softball ,NA,NA,female
802,Bruner,Jay,2018-2019,Sep 2007 -  ,College of Charleston (South Carolina) ,Men's Tennis ,0.9875,0.0125,male
803,Bruno,Anthony,2018-2019,May 2017 -  ,Fairfield University ,Men's Swimming and Diving ,0.9946,0.0054,male
804,Bruno,Anthony,2018-2019,May 2017 -  ,Fairfield University ,Women's Swimming and Diving ,0.9946,0.0054,male
805,Bruno,Doug,2018-2019,Aug 1988 -  ,DePaul University ,Women's Basketball ,0.9998,0.0002,male
806,Bruno,Kim,2018-2019,Aug 2016 -  ,Michigan State University ,Women's Tennis ,0.1546,0.8454,female
807,Bryan,Danny,2018-2019,Aug 2016 -  ,Wichita State University ,Men's Tennis ,0.9944,0.0056,male
808,Bryans,Bebe,2018-2019,Aug 2004 -  ,University of Wisconsin-Madison ,Women's Rowing ,0,1,female
809,Bryant,Megan,2018-2019,Aug 2003 -  ,Stony Brook University ,Softball ,0.0024,0.9976,female
810,Brzezinski,Julie,2018-2019,Sep 1997 -  ,Fairfield University ,Softball ,0.0027,0.9973,female
811,Buchanan,Debbie,2018-2019,Feb 2000 -  ,University of Idaho ,Women's Volleyball ,0.0022,0.9978,female
812,Buchholz,Thomas,2018-2019,Jul 2015 -  ,University of Toledo ,Women's Soccer ,0.9964,0.0036,male
813,Buck,Allison,2018-2019,Aug 2018 -  ,Boise State University ,Women's Beach Volleyball ,0.0082,0.9918,female
814,Buck,William,2018-2019,Sep 2017 - Sep 2019 ,Wagner College ,Men's Golf ,0.9962,0.0038,male
815,Buck-Crockett,Rita,2018-2019,Jul 2013 -  ,Florida International University ,Women's Beach Volleyball ,0.0027,0.9973,female
816,Buck-Crockett,Rita,2018-2019,Apr 2013 -  ,Florida International University ,Women's Volleyball ,0.0027,0.9973,female
817,Buck-Ziegler,Crissy,2018-2019,Aug 2011 -  ,"California State University, Bakersfield ",Softball ,0,1,female
818,Buckley,Troy,2018-2019,Jul 2010 - May 2019 ,Long Beach State University ,Baseball ,0.9878,0.0122,male
819,Buckman,Chris,2018-2019,Aug 2008 -  ,"University of Arkansas, Fayetteville ","Men's Track, Indoor ",0.8507,0.1493,male
820,Buckman,Chris,2018-2019,Aug 2008 -  ,"University of Arkansas, Fayetteville ","Men's Track, Outdoor ",0.8507,0.1493,male
821,Buckman,Chris,2018-2019,Aug 2008 -  ,"University of Arkansas, Fayetteville ",Men's Cross Country ,0.8507,0.1493,male
822,Buford,C.C.,2018-2019,Jun 2019 -  ,East Carolina University ,Women's Golf ,NA,NA,female
823,Bullock,Kathy,2018-2019,Jul 2019 -  ,Norfolk State University ,Women's Volleyball ,0.0021,0.9979,female
824,Bultman,Steve,2018-2019,Aug 1999 -  ,"Texas A&M University, College Station ",Women's Swimming and Diving ,0.9961,0.0039,male
825,Burandt,Hannah,2018-2019,Jul 2019 -  ,Cleveland State University ,Women's Swimming and Diving ,0.0016,0.9984,female
826,Burandt,Hannah,2018-2019,Jul 2019 -  ,Cleveland State University ,Men's Swimming and Diving ,0.0016,0.9984,female
827,Burcar,Shane,2018-2019,Jul 2019 -  ,Northern Arizona University ,Men's Basketball ,0.9805,0.0195,male
828,Burch,Kevin,2018-2019,Jun 2019 -  ,The Ohio State University ,Men's Volleyball ,0.9951,0.0049,male
829,Burcin,Michael,2018-2019,Jul 2011 -  ,University of Wisconsin-Madison ,Men's Golf ,0.9947,0.0053,male
830,Burdette,Sean,2018-2019,Mar 2018 -  ,University of Memphis ,Women's Volleyball ,0.9925,0.0075,male
831,Burford,Mandy,2018-2019,Aug 2011 -  ,Samford University ,Softball ,0.0034,0.9966,female
832,Burgess,Alana,2018-2019,Aug 2019 -  ,St. Francis College Brooklyn ,Women's Water Polo ,0.0006,0.9994,female
833,Burgess,Amy,2018-2019,Sep 2008 -  ,University of Arkansas at Little Rock ,Women's Swimming and Diving ,0.0026,0.9974,female
834,Burgess,Korrinn,2018-2019,Mar 2013 -  ,Presbyterian College ,Women's Volleyball ,NA,NA,female
835,Burk,Austin,2018-2019,Aug 2012 - Jun 2019 ,McNeese State University ,Men's Golf ,0.989,0.011,male
836,Burke,Gregg,2018-2019,Aug 2013 -  ,University of Rhode Island ,Men's Golf ,0.9967,0.0033,male
837,Burke,Mary,2018-2019,Sep 1991 -  ,Bryant University ,Women's Basketball ,0.0036,0.9964,female
838,Burke,Sean,2018-2019,Sep 2015 -  ,Iona College ,Men's Golf ,0.9925,0.0075,male
839,Burke,Shawn,2018-2019,Feb 2014 -  ,"University at Buffalo, the State University of New York ",Women's Soccer ,0.8949,0.1051,male
840,Burke,Wendell,2018-2019,Sep 2012 - Oct 2019 ,Morgan State University ,Women's Bowling ,0.988,0.012,male
841,Burleigh,Rebecca,2018-2019,Aug 2003 -  ,University of Florida ,Women's Soccer ,0.0027,0.9973,female
842,Burnham,Jared,2018-2019,Jul 2012 - Oct 2019 ,Montana State University-Bozeman ,Men's Tennis ,0.9959,0.0041,male
843,Burns,Eric,2018-2019,Sep 2015 - Oct 2019 ,Wright State University ,Women's Tennis ,0.9947,0.0053,male
844,Burns,Eric,2018-2019,Sep 2015 - Oct 2019 ,Wright State University ,Men's Tennis ,0.9947,0.0053,male
845,Burns,Marc,2018-2019,Sep 2014 -  ,"University of Missouri, Columbia ",Women's Cross Country ,0.9959,0.0041,male
846,Burns,Marc,2018-2019,Sep 2014 -  ,"University of Missouri, Columbia ",Men's Cross Country ,0.9959,0.0041,male
847,Burns,Mike,2018-2019,Aug 2004 -  ,"University of Minnesota, Twin Cities ",Men's Gymnastics ,0.9966,0.0034,male
848,Burr,Andrew,2018-2019,Feb 2005 -  ,Furman University ,Women's Soccer ,0.996,0.004,male
849,Burr,Jason,2018-2019,Jun 2014 -  ,Purdue University Fort Wayne ,Women's Soccer ,0.9948,0.0052,male
850,Burrell,Leroy,2018-2019,Aug 2003 -  ,University of Houston ,"Men's Track, Outdoor ",0.9935,0.0065,male
851,Burrell,Leroy,2018-2019,Aug 2003 -  ,University of Houston ,"Men's Track, Indoor ",0.9935,0.0065,male
852,Burrell,Leroy,2018-2019,Aug 1998 -  ,University of Houston ,"Women's Track, Indoor ",0.9935,0.0065,male
853,Burrell,Leroy,2018-2019,Aug 1998 -  ,University of Houston ,"Women's Track, Outdoor ",0.9935,0.0065,male
854,Burrell,Sheila,2018-2019,Sep 2009 -  ,San Diego State University ,"Women's Track, Outdoor ",0.0026,0.9974,female
855,Burrell,Sheila,2018-2019,Sep 2009 -  ,San Diego State University ,"Women's Track, Indoor ",0.0026,0.9974,female
856,Burrell,Sheila,2018-2019,Sep 2009 -  ,San Diego State University ,Women's Cross Country ,0.0026,0.9974,female
857,Burris,Sandy,2018-2019,Aug 2013 - Mar 2020 ,South Carolina State University ,Women's Soccer ,0.1044,0.8956,female
858,Burroughs,DeWayne,2018-2019,Aug 2016 - Aug 2020 ,Coppin State University ,Women's Basketball ,0.9952,0.0048,male
859,Burroughs,Lane,2018-2019,Jul 2016 -  ,Louisiana Tech University ,Baseball ,0.894,0.106,male
860,Burrows,Katie,2018-2019,Jul 2018 -  ,University of Tennessee at Chattanooga ,Women's Basketball ,0.002,0.998,female
861,Burt,Dan,2018-2019,Sep 2013 -  ,Duquesne University ,Women's Basketball ,0.9954,0.0046,male
862,Burton,Derek,2018-2019,Aug 2008 -  ,Southern Illinois University Edwardsville ,Women's Soccer ,0.9956,0.0044,male
863,Burton,Katie,2018-2019,Sep 2017 -  ,Portland State University ,Women's Soccer ,0.002,0.998,female
864,Burton,Tee,2018-2019,Aug 2003 -  ,Gardner-Webb University ,Women's Golf ,0.8579,0.1421,male
865,Burton,Tee,2018-2019,Aug 2003 -  ,Gardner-Webb University ,Men's Golf ,0.8579,0.1421,male
866,Busboom Kelly,Dani,2018-2019,Feb 2017 -  ,University of Louisville ,Women's Volleyball ,0.0987,0.9013,female
867,Buscaglia,Charlie,2018-2019,Aug 2016 -  ,Robert Morris University ,Women's Basketball ,0.8819,0.1181,male
868,Busch,August,2018-2019,Aug 2017 -  ,University of Arizona ,Men's Swimming and Diving ,0.8668,0.1332,male
869,Busch,August,2018-2019,Aug 2017 -  ,University of Arizona ,Women's Swimming and Diving ,0.8668,0.1332,male
870,Buscher,Paula,2018-2019,Aug 2012 -  ,Southern Illinois University Edwardsville ,Women's Basketball ,0.003,0.997,female
871,Bush,Clifton,2018-2019,May 2019 -  ,University of North Carolina Asheville ,Women's Soccer ,0.9943,0.0057,male
872,Bush,Roger,2018-2019,Sep 2013 -  ,Oral Roberts University ,Women's Soccer ,0.9962,0.0038,male
873,Bush,Ryan,2018-2019,Sep 2013 -  ,Oral Roberts University ,Men's Soccer ,0.9768,0.0232,male
874,Bush-Herzer,Amy,2018-2019,Jul 2010 -  ,"University of Nevada, Las Vegas ",Women's Golf ,0.0026,0.9974,female
875,Bustin,Pam,2018-2019,Mar 2011 -  ,Duke University ,Field Hockey ,0.0007,0.9993,female
876,Butehorn,Bob,2018-2019,Jan 2017 -  ,University of South Florida ,Men's Soccer ,0.9969,0.0031,male
877,Buteyn,Lindsey,2018-2019,Mar 2019 -  ,Indiana University-Purdue University Indianapolis ,Women's Volleyball ,0.0361,0.9639,female
878,Butler,Amanda,2018-2019,Jun 2018 -  ,Clemson University ,Women's Basketball ,0.0026,0.9974,female
879,Butler,Kristen,2018-2019,Jul 2018 -  ,"Rutgers, The State University of New Jersey, New Brunswick ",Softball ,0.0089,0.9911,female
880,Butler,Todd,2018-2019,Aug 2013 - Jun 2019 ,Wichita State University ,Baseball ,0.996,0.004,male
881,Buttermore,Matt,2018-2019,May 2019 -  ,University of Nebraska Omaha ,Women's Volleyball ,0.9997,0.0003,male
882,Butts,Jason,2018-2019,Aug 2011 -  ,West Virginia University ,Women's Gymnastics ,0.9948,0.0052,male
883,Bye,Warren,2018-2019,Aug 2006 - Aug 2019 ,University of South Florida ,"Men's Track, Outdoor ",0.9953,0.0047,male
884,Bye,Warren,2018-2019,Aug 2008 - Aug 2019 ,University of South Florida ,"Men's Track, Indoor ",0.9953,0.0047,male
885,Bye,Warren,2018-2019,Aug 2006 - Aug 2019 ,University of South Florida ,"Women's Track, Indoor ",0.9953,0.0047,male
886,Bye,Warren,2018-2019,Aug 2006 - Aug 2019 ,University of South Florida ,"Women's Track, Outdoor ",0.9953,0.0047,male
887,Byers,Iain,2018-2019,May 2008 -  ,Longwood University ,Field Hockey ,1,0,male
888,Byington,Mark,2018-2019,May 2013 - Apr 2020 ,Georgia Southern University ,Men's Basketball ,0.9967,0.0033,male
889,Byrd,Rick,2018-2019,Jun 1986 - May 2019 ,Belmont University ,Men's Basketball ,0.9982,0.0018,male
890,Byrne,Gerrie,2018-2019,Aug 2019 -  ,Harvard University ,Men's Lacrosse ,0.0083,0.9917,female
891,Byrne,Mick,2018-2019,Sep 2008 -  ,University of Wisconsin-Madison ,Men's Cross Country ,1,0,male
892,Byrne,Mick,2018-2019,Aug 2014 -  ,University of Wisconsin-Madison ,"Women's Track, Outdoor ",1,0,male
893,Byrne,Mick,2018-2019,Aug 2013 -  ,University of Wisconsin-Madison ,"Men's Track, Outdoor ",1,0,male
894,Byrne,Mick,2018-2019,Aug 2014 -  ,University of Wisconsin-Madison ,"Women's Track, Indoor ",1,0,male
895,Byrne,Mick,2018-2019,Aug 2014 -  ,University of Wisconsin-Madison ,Women's Cross Country ,1,0,male
896,Byrne,Mick,2018-2019,Aug 2013 -  ,University of Wisconsin-Madison ,"Men's Track, Indoor ",1,0,male
897,Byrnes,Derek,2018-2019,Sep 2016 -  ,Stanford University ,Women's Rowing ,0.9956,0.0044,male
898,Byron,Sean,2018-2019,Jun 2019 -  ,Marist College ,Women's Volleyball ,0.9925,0.0075,male
899,Cabbage,Ryan,2018-2019,Jul 2011 -  ,The University of North Carolina at Charlotte ,Men's Golf ,0.9768,0.0232,male
900,Cabell,Ben,2018-2019,Sep 2006 -  ,Santa Clara University ,Women's Tennis ,0.996,0.004,male
901,Caetano,Jorge,2018-2019,Aug 2015 -  ,Murray State University ,Women's Tennis ,0.994,0.006,male
902,Cagle,Chris,2018-2019,Aug 2014 - Aug 2019 ,Pennsylvania State University ,Women's Tennis ,0.8507,0.1493,male
903,Cairns,Heather,2018-2019,Aug 2003 -  ,Utah State University ,Women's Soccer ,0.0027,0.9973,female
904,Calabrese,Scott,2018-2019,Jan 2017 -  ,University of Central Florida ,Men's Soccer ,0.9964,0.0036,male
905,Calder,Andrew,2018-2019,May 2019 - Jun 2019 ,"University of North Carolina, Chapel Hill ",Women's Basketball ,0.996,0.004,male
906,Caldwell,Amanda,2018-2019,Jun 2018 -  ,Georgia Southern University ,Women's Swimming and Diving ,0.0026,0.9974,female
907,Calhoun,Jason,2018-2019,Sep 2017 -  ,University of Pennsylvania ,Men's Golf ,0.9948,0.0052,male
908,Calhoun,Jerrod,2018-2019,Apr 2017 -  ,Youngstown State University ,Men's Basketball ,0.9988,0.0012,male
909,Calhoun,Troy,2018-2019,Feb 2007 -  ,U.S. Air Force Academy ,Football ,0.9878,0.0122,male
910,Calipari,John,2018-2019,Apr 2009 -  ,University of Kentucky ,Men's Basketball ,0.9961,0.0039,male
911,Calkins,Clay,2018-2019,Aug 2003 -  ,Ohio University ,"Women's Track, Indoor ",0.9942,0.0058,male
912,Calkins,Clay,2018-2019,Aug 2003 -  ,Ohio University ,Women's Cross Country ,0.9942,0.0058,male
913,Calkins,Clay,2018-2019,Aug 2003 -  ,Ohio University ,"Women's Track, Outdoor ",0.9942,0.0058,male
914,Calkins,Clay,2018-2019,Aug 2003 -  ,Ohio University ,Men's Cross Country ,0.9942,0.0058,male
915,Callahan,Brendan,2018-2019,Sep 2014 -  ,Dartmouth College ,Men's Lacrosse ,0.996,0.004,male
916,Callahan,Kevin,2018-2019,Oct 1992 -  ,Monmouth University ,Football ,0.9951,0.0049,male
917,Callahan,Megan,2018-2019,Oct 2018 - Aug 2020 ,University of Detroit Mercy ,Women's Lacrosse ,0.0024,0.9976,female
918,Callarman,Trevor,2018-2019,Feb 2018 -  ,University of Maryland Eastern Shore ,Women's Volleyball ,0.9957,0.0043,male
919,Callen,Carrie,2018-2019,Aug 2017 -  ,University of Kansas ,Women's Rowing ,0.0036,0.9964,female
920,Callero,Joe,2018-2019,Jun 2009 - Apr 2019 ,California Polytechnic State University ,Men's Basketball ,0.9745,0.0255,male
921,Callihan,Chad,2018-2019,Jun 2013 -  ,University of Wyoming ,Women's Volleyball ,0.9954,0.0046,male
922,Calloway,Jennifer,2018-2019,Feb 1996 - Feb 2019 ,University of South Carolina Upstate ,Women's Volleyball ,0.0031,0.9969,female
923,Calvert,Rich,2018-2019,Aug 2003 -  ,Drake University ,Softball ,1,0,male
924,Calvi,Mark,2018-2019,Jul 2011 -  ,University of South Alabama ,Baseball ,0.9967,0.0033,male
925,Cameron,Katie,2018-2019,Jul 2005 -  ,Bryant University ,Women's Swimming and Diving ,0.002,0.998,female
926,Cameron,Katie,2018-2019,Jul 2005 -  ,Bryant University ,Men's Swimming and Diving ,0.002,0.998,female
927,Cameron,Scott,2018-2019,Jul 2015 - Jun 2019 ,Illinois State University ,Women's Swimming and Diving ,0.9964,0.0036,male
928,Camerota,Jarod,2018-2019,Aug 2016 -  ,Colorado State University ,Women's Tennis ,0.9995,0.0005,male
929,Cammon,Jeff,2018-2019,Jun 2017 -  ,Long Beach State University ,Women's Basketball ,0.9977,0.0023,male
930,Campbell,Brian,2018-2019,Aug 2008 -  ,Youngstown State University ,Softball ,0.9958,0.0042,male
931,Campbell,Clark,2018-2019,Sep 2002 -  ,University of Kansas ,Women's Swimming and Diving ,0.9969,0.0031,male
932,Campbell,Jeff,2018-2019,Aug 2003 -  ,"California State University, Northridge ",Men's Volleyball ,0.9977,0.0023,male
933,Campbell,Matt,2018-2019,Dec 2015 -  ,Iowa State University ,Football ,0.9997,0.0003,male
934,Campbell,Mike,2018-2019,Feb 2014 -  ,Long Beach State University ,Women's Beach Volleyball ,0.9966,0.0034,male
935,Campbell,Steve,2018-2019,Feb 2018 - Mar 2021 ,University of South Alabama ,Football ,0.9961,0.0039,male
936,Campbell,Theresa,2018-2019,Jul 2002 - Mar 2019 ,Lafayette College ,Women's Volleyball ,0.0029,0.9971,female
937,Campbell-Gross,Susan,2018-2019,Oct 1993 -  ,University of Portland ,Women's Tennis ,0.0022,0.9978,female
938,Camper,Chad,2018-2019,Aug 2016 -  ,University of Tennessee at Chattanooga ,Women's Tennis ,0.9954,0.0046,male
939,Canale,Alexander,2018-2019,Oct 2017 -  ,Manhattan College ,Women's Rowing ,0.9921,0.0079,male
940,Canary,Donley,2018-2019,Jul 2001 - Aug 2019 ,University of Tennessee at Martin ,Softball ,1,0,male
941,Candle,Jason,2018-2019,Jan 2016 -  ,University of Toledo ,Football ,0.9948,0.0052,male
942,Candrea,Mike,2018-2019,Aug 2003 -  ,University of Arizona ,Softball ,0.9966,0.0034,male
943,Canham,Mitch,2018-2019,Jul 2019 -  ,Oregon State University ,Baseball ,1,0,male
944,Cannata,Chris,2018-2019,Aug 1995 -  ,University at Albany ,Softball ,0.8507,0.1493,male
945,Cannella,Greg,2018-2019,Oct 1992 -  ,"University of Massachusetts, Amherst ",Men's Lacrosse ,0.998,0.002,male
946,Cantello,Al,2018-2019,Sep 1968 - Oct 2018 ,U.S. Naval Academy ,Men's Cross Country ,0.9868,0.0132,male
947,Cantu,Diana,2018-2019,Feb 2015 -  ,"University of Maryland, College Park ",Women's Golf ,0.0035,0.9965,female
948,Capel,Jeff,2018-2019,May 2018 -  ,University of Pittsburgh ,Men's Basketball ,0.9977,0.0023,male
949,Capitani,Carol,2018-2019,May 2012 -  ,University of Texas at Austin ,Women's Swimming and Diving ,0.0072,0.9928,female
950,Caputo,David,2018-2019,Sep 2018 -  ,Delaware State University ,Women's Basketball ,0.9963,0.0037,male
951,Carbonatto,Gina,2018-2019,Jul 2019 -  ,Santa Clara University ,Softball ,0.0025,0.9975,female
952,Carcagno,Megan,2018-2019,Aug 2015 -  ,Duke University ,Women's Rowing ,0.0024,0.9976,female
953,Carcich,Eric,2018-2019,Aug 2019 -  ,"University of Massachusetts, Amherst ",Women's Rowing ,0.9947,0.0053,male
954,Cardenas,Johnny,2018-2019,Sep 2008 -  ,Stephen F. Austin State University ,Baseball ,0.9894,0.0106,male
955,Cardoza,Tonya,2018-2019,Aug 2008 -  ,Temple University ,Women's Basketball ,0.0034,0.9966,female
956,Carey,Mike,2018-2019,Apr 2001 -  ,West Virginia University ,Women's Basketball ,0.9966,0.0034,male
957,Carey,Rod,2018-2019,Feb 2019 -  ,Temple University ,Football ,1,0,male
